hw(rs1),HW
22,242
20,172
24,157
22,173
4,203
16,131
26,196
18,220
11,194
22,187
26,187
24,136
22,179
21,112
22,187
19,174
10,189
23,140
23,160
11,176
21,162
17,164
20,173
25,200
8,218
3,144
9,92
9,125
11,126
20,176
23,205
2,113
10,80
27,141
20,231
17,170
22,189
12,214
15,188
23,206
17,202
26,203
24,203
20,216
20,176
4,188
26,87
14,200
21,215
18,173
19,106
2,170
17,78
3,164
9,106
19,167
24,172
4,215
20,83
20,168
13,164
20,144
11,210
17,160
2,109
5,74
12,98
2,182
24,71
19,214
0,145
16,16
15,181
24,194
24,186
22,226
18,199
19,198
18,161
15,175
21,192
9,186
26,148
21,185
8,201
26,186
10,237
4,188
21,74
8,102
3,159
20,129
8,210
17,123
5,164
10,141
9,168
6,167
15,116
12,96
22,189
22,177
0,202
0,18
6,14
15,132
17,170
23,176
5,205
10,161
24,148
4,192
24,84
13,225
25,137
19,223
0,191
8,18
25,154
13,193
12,186
19,204
22,195
11,216
19,194
27,192
25,193
5,132
3,133
21,92
14,190
7,178
15,183
10,196
10,184
6,167
0,122
11,16
7,191
9,175
21,167
19,217
20,205
24,211
3,203
13,50
23,194
6,194
10,127
22,157
17,185
24,209
24,126
11,191
12,186
0,140
23,14
21,172
13,183
17,106
14,185
13,170
17,179
7,183
0,166
3,12
8,101
10,92
16,99
15,179
5,183
18,105
3,203
26,91
26,238
15,194
1,172
23,62
12,157
15,192
5,173
13,136
17,204
22,207
22,179
12,222
17,172
12,193
20,182
14,190
4,202
23,62
12,225
13,145
14,157
18,197
1,193
17,37
10,165
25,184
21,203
14,204
16,191
21,186
2,184
20,37
7,197
10,144
17,181
22,187
21,174
21,143
16,161
25,176
13,192
15,132
22,177
8,183
14,88
24,164
22,178
16,153
16,104
0,156
18,18
20,176
21,172
23,219
13,182
14,181
18,144
8,212
6,169
20,91
3,186
14,87
24,146
19,189
11,160
9,192
23,176
6,208
1,114
22,48
17,185
23,189
24,126
7,200
0,162
22,18
1,233
7,59
16,141
11,186
21,190
11,198
2,151
22,40
0,209
22,16
17,202
9,212
3,147
3,118
7,75
25,141
25,215
20,212
4,203
23,128
21,124
19,199
14,183
11,166
4,171
6,55
8,121
22,184
10,187
17,187
25,193
3,220
22,119
4,203
2,119
29,84
11,254
23,196
16,190
25,197
8,168
25,142
8,227
4,148
26,82
10,230
18,138
18,185
21,166
27,151
12,227
21,109
2,197
20,94
6,214
19,125
1,187
2,55
9,82
21,171
4,186
24,89
11,184
1,161
19,48
21,206
18,210
22,181
19,191
2,114
2,54
22,78
22,117
18,207
7,182
8,137
22,78
18,186
22,200
2,174
24,72
16,205
23,199
22,184
19,196
15,178
24,180
27,179
0,200
23,18
20,189
16,176
24,197
22,206
27,169
16,253
18,216
27,194
24,206
2,206
18,84
22,172
23,166
20,153
21,141
25,160
24,166
24,181
22,189
11,212
25,189
21,172
17,210
2,149
14,84
17,109
11,182
12,194
24,147
20,201
5,170
22,125
6,197
19,109
1,187
24,70
22,196
23,210
10,168
0,184
1,16
4,58
17,129
10,128
7,91
26,176
8,209
23,128
2,205
25,68
13,201
14,177
12,208
23,154
25,204
25,129
22,173
14,165
22,206
20,206
5,213
26,112
23,212
1,221
1,37
0,48
27,18
12,231
22,172
21,193
13,220
5,193
10,164
23,196
21,189
14,178
21,187
21,173
25,203
4,235
20,78
12,197
18,184
22,204
13,207
0,147
20,16
7,187
23,167
25,182
9,190
19,170
14,207
9,168
1,169
16,37
15,154
17,100
14,210
25,167
17,217
22,167
18,162
2,113
15,70
23,173
8,165
22,184
24,210
3,225
4,79
3,85
17,99
23,166
3,204
7,107
17,145
25,187
23,181
17,188
20,169
2,201
10,57
15,138
3,193
10,136
15,208
7,205
15,154
21,100
14,171
2,180
22,54
23,204
21,179
17,203
20,155
6,173
20,153
15,212
7,199
18,129
1,197
13,32
23,171
19,207
1,204
3,26
19,61
6,212
14,124
4,155
21,136
22,168
24,171
23,213
1,198
0,26
8,18
19,153
1,109
13,59
10,195
2,173
11,55
10,153
20,144
18,161
8,212
8,134
11,135
2,160
13,78
8,196
6,189
25,102
0,184
14,16
22,201
21,189
18,212
20,180
2,210
13,36
24,178
4,131
20,112
26,168
11,240
0,140
8,16
26,131
18,195
8,187
14,181
5,111
18,100
18,168
10,157
21,99
1,162
21,48
24,216
24,228
11,185
17,171
7,164
8,150
9,190
0,168
17,16
24,111
21,193
8,169
13,83
22,131
10,212
22,175
21,195
24,196
3,183
22,71
4,195
20,114
9,130
20,95
21,196
7,210
15,168
15,191
16,187
13,217
15,175
2,163
11,49
2,157
8,57
3,123
22,99
29,154
23,253
24,160
26,170
23,199
19,185
9,141
25,190
4,183
13,126
21,170
22,202
7,155
14,151
9,200
21,162
22,116
4,194
7,85
22,136
24,168
21,193
14,150
6,184
14,137
5,126
18,112
14,192
25,156
23,201
19,182
6,209
26,147
23,205
19,204
15,197
16,191
27,190
25,217
7,192
3,150
21,78
22,170
20,200
11,207
15,152
22,184
15,197
20,174
10,188
7,166
14,168
18,202
26,143
22,214
26,201
4,209
12,150
3,163
14,93
21,185
25,156
3,182
11,108
15,183
11,203
21,122
14,116
24,220
22,185
4,215
4,125
18,95
17,197
5,183
23,145
27,191
2,221
22,38
24,188
26,181
21,238
2,196
2,71
7,86
17,141
21,153
26,191
23,210
22,225
24,182
24,203
20,206
25,114
23,218
19,220
25,164
20,221
9,205
20,203
5,159
20,147
16,140
18,193
22,196
8,216
21,168
7,183
22,154
12,200
22,214
25,167
5,209
26,150
13,199
22,181
12,215
14,179
16,209
15,159
11,174
4,166
10,115
11,169
18,162
11,208
10,152
12,126
5,187
11,150
24,180
20,173
3,161
1,64
8,55
3,176
26,98
4,183
2,110
16,70
18,201
23,192
15,168
21,210
10,225
19,161
3,167
24,89
14,203
5,189
1,127
8,37
3,150
18,108
19,182
18,173
13,164
11,206
15,166
18,210
16,165
4,194
0,88
18,16
9,210
5,155
17,62
23,153
9,177
6,171
21,136
23,175
16,212
15,188
15,191
11,184
6,174
7,117
8,170
15,135
20,179
12,218
22,192
9,176
20,125
19,216
3,187
15,115
11,193
22,119
24,217
20,239
6,199
27,103
12,211
9,196
13,162
2,106
1,60
14,44
15,114
22,181
11,192
5,168
8,102
23,167
1,129
27,36
23,215
23,187
1,209
14,43
22,147
19,222
9,198
22,182
24,221
23,210
3,182
22,103
24,199
8,213
11,143
12,128
6,159
11,105
24,190
20,220
2,196
22,104
23,176
3,199
26,81
6,227
24,141
12,185
20,150
7,188
5,165
25,145
24,208
14,199
23,199
14,203
16,192
25,201
1,186
16,47
1,189
21,59
16,173
24,172
7,221
15,75
22,187
21,124
1,122
27,59
5,240
2,103
1,54
21,37
26,213
24,198
26,166
4,191
12,119
20,186
15,187
23,208
18,201
20,207
24,176
18,178
9,204
15,180
22,171
20,198
20,194
5,165
16,133
19,204
27,194
7,145
2,153
1,71
23,48
18,190
3,199
10,80
20,92
12,199
24,105
0,193
24,16
8,212
23,149
18,207
26,219
27,214
24,207
25,210
10,183
12,92
0,187
16,18
18,173
10,179
23,166
12,213
19,192
4,186
1,91
5,58
8,122
3,180
18,51
10,106
7,155
0,169
0,16
12,16
24,181
13,148
10,160
13,95
17,168
2,101
12,100
19,161
18,171
23,206
21,209
18,205
11,206
15,186
1,194
11,44
17,175
7,208
22,165
24,197
22,201
3,116
23,46
25,200
22,118
10,165
7,195
8,157
6,172
9,139
22,177
11,204
24,89
22,113
21,208
25,167
23,221
15,168
9,194
24,139
29,151
24,217
25,212
15,232
16,184
5,198
22,128
5,210
8,140
18,166
21,198
8,206
13,163
24,199
16,223
10,195
22,170
10,211
24,157
14,181
18,173
24,188
16,197
23,157
11,206
11,152
6,198
1,161
23,26
10,213
23,146
3,218
24,73
29,216
23,249
3,226
3,92
21,102
20,217
22,125
16,154
17,166
11,114
1,179
0,55
6,18
15,173
22,161
18,152
16,201
21,177
5,106
17,146
14,186
2,165
24,51
15,220
25,200
15,199
2,189
7,69
11,139
1,104
20,48
22,170
0,206
14,14
16,197
19,180
11,161
22,156
19,201
24,180
15,205
15,152
19,187
19,204
9,173
7,170
1,132
10,48
22,189
18,202
19,191
21,176
16,104
5,173
23,118
3,171
20,127
13,195
10,105
18,168
24,116
4,155
19,117
17,200
18,177
1,186
16,59
2,186
15,75
13,195
4,108
2,100
21,80
15,196
7,205
20,147
4,203
3,82
18,78
22,159
3,201
27,105
13,231
22,202
10,118
17,90
24,201
28,213
21,250
18,117
8,192
2,172
21,91
20,214
24,193
25,162
10,213
16,207
16,206
19,159
21,165
1,174
26,44
26,207
22,173
10,195
3,142
20,96
22,193
2,205
3,72
10,102
14,163
13,172
23,191
19,205
22,210
14,155
22,142
23,225
28,183
1,211
8,59
4,183
12,112
25,152
21,194
18,173
14,191
0,102
21,16
16,112
18,201
25,119
21,216
6,179
2,120
14,96
9,196
22,162
21,213
23,215
9,205
22,189
12,199
16,172
25,205
8,219
21,110
23,194
18,204
23,210
14,189
8,180
0,159
2,14
2,71
8,71
21,164
19,150
23,203
17,217
1,171
9,48
24,93
17,167
1,203
0,37
2,18
21,72
12,216
11,178
22,137
12,190
11,192
22,103
19,189
7,116
23,185
9,163
10,129
13,178
1,194
13,51
25,196
0,207
17,18
7,119
28,182
3,242
11,108
23,171
1,212
18,37
22,148
22,217
9,183
15,136
19,160
2,186
6,58
2,109
8,81
13,151
15,201
19,181
14,139
22,103
17,214
5,177
18,144
9,107
4,174
7,91
18,163
23,158
11,172
13,195
22,100
7,118
24,170
24,126
16,208
15,189
20,205
10,194
11,95
15,100
1,203
0,37
0,18
8,20
15,173
22,140
16,153
21,173
20,179
3,169
20,131
22,198
21,138
5,185
20,136
3,186
11,84
7,170
26,141
0,221
20,14
0,195
6,16
22,150
26,218
21,196
11,162
3,179
24,73
14,201
25,104
21,231
12,191
13,95
4,154
18,77
14,178
23,158
23,190
12,123
24,173
23,212
20,207
0,194
8,18
6,166
23,115
17,154
25,202
1,238
26,58
15,191
15,141
18,206
7,166
21,77
6,160
1,141
1,36
16,48
21,208
25,192
21,142
25,173
2,222
16,40
4,185
9,122
2,175
18,83
19,154
1,165
25,48
23,168
6,195
20,153
18,196
7,186
8,158
11,139
27,208
7,235
7,148
27,132
10,206
19,166
15,154
27,183
7,245
22,148
8,129
4,155
15,126
12,178
22,202
6,168
8,76
22,151
7,213
22,178
14,217
23,161
4,208
14,112
16,186
25,196
10,176
19,90
1,187
7,48
20,182
12,200
3,171
26,117
2,219
24,64
23,217
26,190
25,222
6,212
17,151
23,174
2,219
10,71
15,94
10,199
19,143
8,197
24,121
25,222
3,210
24,109
11,198
3,184
5,103
12,131
11,158
21,127
19,181
23,185
21,178
17,192
3,192
24,108
25,205
16,198
26,195
11,235
7,176
23,144
24,226
2,195
16,58
23,177
18,188
1,137
25,59
21,132
4,211
14,98
10,155
9,162
20,127
11,160
3,109
20,98
9,199
18,194
22,219
12,200
10,184
10,171
1,154
25,48
20,226
23,205
2,215
9,94
19,137
20,203
16,106
25,164
23,224
2,219
17,72
4,180
17,122
9,182
11,143
25,201
17,197
0,149
27,16
1,153
12,26
26,172
0,229
25,18
16,213
2,187
3,89
6,99
25,103
3,185
20,114
19,181
23,202
22,164
17,198
8,169
26,153
2,227
18,60
14,185
0,147
18,18
15,195
5,190
23,111
13,223
9,170
20,131
22,177
18,114
24,174
7,216
24,156
7,196
19,123
9,167
11,139
7,203
4,76
9,134
17,163
17,198
13,214
7,97
22,141
12,126
16,192
18,191
9,151
7,174
21,168
24,180
23,220
19,184
26,183
18,192
9,205
1,180
15,37
2,192
23,72
7,194
0,103
10,16
22,127
3,174
19,100
3,175
14,103
11,145
6,182
22,134
10,199
23,164
23,185
23,213
24,207
24,194
20,217
19,197
12,195
23,144
7,224
22,161
5,205
2,134
18,77
6,163
13,177
24,99
17,191
8,192
24,112
4,191
18,93
3,192
26,91
12,183
21,193
16,166
15,199
24,164
7,214
24,166
4,193
12,98
25,173
25,188
19,200
22,159
11,201
18,191
23,151
0,223
11,16
4,161
23,88
6,203
16,124
10,145
22,160
22,124
19,236
8,167
26,176
5,200
4,149
15,98
2,202
14,71
7,164
9,151
13,158
20,123
22,214
24,197
24,221
23,195
8,198
19,161
23,188
11,199
26,147
25,191
27,208
7,223
0,148
25,18
28,230
23,241
18,205
0,204
5,18
21,135
17,219
12,186
8,106
25,151
20,219
13,218
17,164
7,177
10,156
24,192
1,209
21,36
22,179
8,194
14,143
11,140
1,156
12,48
24,175
1,198
14,48
25,182
7,212
1,166
18,66
19,114
0,194
25,14
14,222
21,183
1,193
16,37
24,195
27,199
18,220
22,198
25,197
4,197
23,119
16,143
15,157
22,214
24,217
25,222
23,218
7,184
9,132
14,182
17,143
23,215
12,201
21,94
23,210
21,188
11,161
24,169
14,210
5,150
9,70
22,120
21,230
0,198
3,18
12,101
24,180
9,180
8,163
24,157
23,217
4,171
17,115
12,187
2,147
18,60
6,160
8,148
26,125
19,216
10,193
19,181
18,215
9,181
4,91
24,118
1,211
24,59
25,222
6,217
13,111
9,180
20,134
14,162
9,105
19,208
20,174
25,154
17,228
21,187
25,212
8,194
15,154
7,207
4,142
21,110
27,174
5,210
8,151
9,159
21,178
9,164
23,88
3,203
22,105
4,212
14,111
9,207
2,166
22,94
26,218
24,216
24,196
4,169
25,124
14,213
20,166
23,182
2,223
18,87
12,116
0,158
19,18
23,191
22,166
2,115
24,96
24,211
6,210
20,111
9,179
17,175
23,213
17,183
18,174
2,147
23,74
21,204
2,187
22,74
14,200
13,191
2,160
23,94
4,201
15,131
0,166
11,16
14,187
3,108
12,124
22,105
17,166
3,153
7,100
5,81
9,145
22,172
25,153
8,221
2,184
10,97
4,195
5,89
16,149
25,209
26,181
23,234
25,177
21,234
9,210
23,146
22,190
6,189
2,154
7,86
24,171
25,220
18,216
23,211
2,169
15,99
22,202
3,224
14,101
22,200
9,212
1,158
18,59
8,163
11,135
17,168
21,195
22,213
4,214
1,126
17,26
18,188
24,134
9,234
18,182
3,177
22,85
22,212
25,190
23,125
9,173
17,86
17,103
1,103
1,59
4,48
22,119
14,209
22,207
11,177
0,145
0,18
0,18
28,16
7,197
3,157
14,133
24,151
0,118
15,18
14,204
16,185
6,195
27,134
18,244
11,197
9,178
21,141
0,193
13,18
18,186
17,207
3,201
23,79
19,168
6,118
19,121
23,200
15,199
4,161
1,122
9,37
3,171
1,113
18,24
25,179
12,222
0,183
22,16
8,181
14,138
15,166
1,188
9,48
2,181
26,89
1,207
4,46
27,90
14,226
14,194
20,194
14,151
11,169
19,175
7,163
8,160
23,124
8,213
0,174
3,20
1,78
26,59
14,225
10,194
18,199
23,177
11,217
27,199
24,222
18,207
12,209
1,104
24,37
20,219
24,196
20,216
18,189
23,138
8,193
22,162
22,173
18,197
23,209
22,198
22,123
26,220
20,216
19,191
13,174
17,205
18,189
23,109
3,197
25,113
17,211
24,189
20,125
16,151
11,197
13,92
24,183
25,202
6,209
23,117
19,201
7,184
17,152
21,164
25,196
10,187
6,168
10,119
15,95
3,206
2,113
20,72
24,166
23,190
8,196
9,106
20,139
26,193
1,188
23,48
7,211
22,132
18,187
21,216
20,160
19,192
25,205
2,137
23,78
19,184
17,210
22,105
7,183
25,148
15,214
16,192
18,179
18,211
7,184
18,163
22,181
26,222
22,220
23,188
22,171
12,185
22,161
17,186
0,213
13,12
8,175
15,174
21,157
22,211
12,171
0,132
20,14
7,199
2,157
14,71
23,179
21,153
24,205
16,230
24,187
0,196
22,14
7,203
11,171
19,123
22,174
2,212
18,88
9,188
14,150
7,181
17,173
17,182
22,161
10,210
3,166
20,75
5,214
17,98
22,203
18,186
5,192
25,112
6,200
24,134
3,195
22,71
4,210
24,87
8,180
23,171
20,155
17,190
4,194
18,99
9,217
6,192
15,118
5,153
24,135
14,172
8,214
17,147
15,174
22,195
2,188
12,58
25,203
21,223
15,186
7,209
2,141
27,83
19,228
21,173
4,202
24,92
23,119
20,224
23,191
6,204
17,148
19,157
19,213
2,173
25,82
22,229
27,193
21,133
23,165
3,183
17,80
7,157
4,127
23,104
18,116
7,179
2,86
23,75
25,201
17,206
19,197
17,178
15,202
10,161
5,179
18,147
22,191
9,214
20,158
23,172
27,162
10,224
24,196
24,186
17,117
21,174
21,180
1,154
16,59
16,185
16,203
17,194
22,178
10,194
7,164
16,163
1,170
12,48
24,176
9,207
4,176
2,128
21,69
25,152
19,212
18,175
9,208
7,153
19,160
7,180
14,160
18,188
4,180
14,106
12,208
1,158
6,48
18,137
18,152
2,174
4,77
4,107
18,91
24,187
18,121
22,201
1,202
22,43
0,153
16,16
24,195
18,188
23,202
9,175
22,145
14,204
13,178
17,196
11,193
23,206
2,111
19,42
3,208
0,75
5,16
26,130
20,134
24,202
22,217
22,213
0,179
6,18
20,161
24,164
5,184
19,122
24,198
0,178
0,18
14,16
17,181
11,209
8,193
22,145
0,206
21,16
24,207
19,215
1,209
18,37
24,189
22,194
19,205
22,202
21,140
23,199
10,113
22,172
5,203
17,133
22,166
26,179
11,177
20,178
20,207
23,189
13,214
4,184
15,100
19,138
9,167
17,190
24,206
27,209
8,228
24,160
24,164
23,183
16,205
22,193
9,195
12,157
5,175
3,89
1,76
15,55
21,183
17,160
18,187
11,206
5,186
0,115
21,16
5,209
8,130
25,182
22,199
22,206
16,184
17,188
24,178
23,123
24,202
6,146
23,145
22,119
8,119
18,119
22,212
17,163
18,206
4,198
7,128
25,173
17,215
4,187
23,101
17,199
21,176
9,164
23,174
22,214
27,199
5,223
29,137
7,254
16,83
9,194
24,179
22,207
25,199
11,218
17,196
10,202
20,98
2,161
23,72
24,121
7,221
20,127
21,145
17,182
10,174
1,199
21,37
19,158
9,179
2,122
2,72
26,77
24,237
21,187
18,208
22,169
17,190
5,208
21,153
14,173
9,154
24,181
19,205
24,179
11,199
16,188
11,179
23,128
18,173
0,196
24,16
12,208
14,171
11,156
22,180
25,169
0,208
5,16
3,137
13,121
19,199
23,170
25,132
24,226
22,206
23,199
13,170
7,187
17,149
25,148
15,238
24,182
21,187
2,155
14,97
19,181
27,177
0,214
14,18
17,180
4,183
1,84
5,62
19,95
18,214
20,138
4,203
0,147
22,14
3,204
25,80
15,186
24,197
4,191
20,96
18,165
0,159
4,20
26,143
12,213
0,162
7,16
4,177
24,118
16,128
19,183
20,206
14,162
11,206
17,182
24,178
24,174
4,213
2,80
23,36
26,215
11,187
6,178
27,161
12,245
24,174
16,131
11,108
4,135
10,103
13,175
21,187
14,169
5,192
20,137
10,186
27,174
19,235
22,207
1,177
4,44
6,89
8,137
22,150
5,176
5,118
11,121
2,195
16,94
14,166
5,146
11,142
3,184
4,115
5,118
8,149
24,146
17,169
6,192
9,137
0,152
22,14
9,154
2,186
24,58
17,151
7,156
27,184
8,237
18,141
6,177
17,162
3,153
17,78
9,206
23,191
24,208
22,215
25,190
9,214
22,140
18,211
24,190
9,211
4,191
18,119
7,158
23,75
11,219
11,153
22,193
17,185
23,178
24,203
20,171
24,111
17,212
2,216
18,92
7,158
2,128
21,105
0,187
0,16
5,16
6,121
23,131
23,154
5,212
17,145
9,186
15,179
18,187
24,209
21,201
24,200
5,176
22,134
25,187
24,235
7,216
23,148
4,187
26,149
23,221
29,211
27,261
17,188
1,169
12,59
2,143
27,74
0,188
25,12
15,204
10,166
3,148
1,89
4,47
18,128
24,138
15,227
1,206
24,43
24,177
18,181
4,157
1,123
23,37
22,176
11,195
15,143
20,101
22,176
12,192
18,144
12,198
18,101
5,194
21,104
9,166
5,162
24,119
14,141
24,163
9,171
16,166
22,190
2,115
23,87
10,162
19,160
0,132
4,18
22,128
1,178
15,37
28,185
11,249
23,139
19,169
7,202
21,75
8,186
9,158
22,165
25,190
22,211
14,224
23,183
1,207
26,70
23,219
10,205
23,168
18,220
4,145
13,140
16,178
26,167
21,220
25,216
16,191
6,193
5,146
11,110
3,198
11,81
21,209
13,206
20,192
12,196
9,161
0,181
4,16
8,138
21,157
7,163
5,114
4,120
9,59
27,187
21,233
10,199
26,169
25,203
18,183
26,108
26,232
15,210
6,167
15,133
12,195
22,174
21,156
12,187
20,136
8,214
18,85
19,195
26,212
18,221
4,163
18,56
21,179
14,168
12,195
11,193
5,171
13,135
19,197
5,177
11,90
11,144
7,162
22,161
15,219
26,174
12,199
9,198
21,82
12,182
20,188
18,190
9,202
14,178
4,211
8,100
20,122
23,114
16,129
6,182
6,73
27,145
14,193
16,194
2,183
22,58
19,212
21,220
25,228
19,215
2,194
16,89
4,184
21,60
27,201
19,240
2,175
4,35
1,53
13,59
20,145
16,204
4,171
0,90
1,18
14,55
11,104
12,137
15,167
0,192
5,16
21,126
12,204
4,166
24,81
11,206
16,192
23,215
13,214
26,173
12,226
13,182
11,149
21,194
23,155
9,200
27,162
12,206
20,169
3,170
1,94
11,48
12,185
2,161
21,74
7,190
0,139
4,12
21,110
26,179
24,189
19,207
21,200
25,201
7,177
18,165
3,156
5,124
4,130
23,89
3,210
24,91
24,186
19,227
2,184
17,73
1,108
25,48
12,121
21,202
18,223
11,195
2,199
17,60
22,154
12,165
14,181
21,187
2,184
12,70
14,191
4,191
18,55
17,176
18,197
26,215
2,221
23,97
2,191
20,65
11,119
20,196
10,204
13,176
0,139
26,14
14,232
4,186
23,131
20,212
16,164
3,151
22,77
4,183
11,139
21,170
15,212
8,188
22,149
1,193
17,48
13,211
28,184
4,244
28,114
24,148
1,180
21,48
25,171
14,208
2,176
0,55
22,18
6,170
22,159
24,214
5,203
3,127
1,95
6,55
14,143
16,153
22,164
20,186
5,192
24,149
26,210
11,223
3,156
5,66
19,141
26,203
23,234
22,193
8,181
21,149
24,158
25,231
16,214
10,172
1,153
23,37
21,173
24,224
17,171
16,212
7,168
11,106
6,183
17,141
16,210
15,109
20,196
21,146
22,160
8,201
4,142
21,136
21,195
19,176
19,189
17,208
17,165
23,200
5,209
2,140
21,97
21,214
20,196
12,202
22,199
14,213
18,194
4,180
0,64
9,16
21,182
17,189
0,168
15,14
6,163
25,136
25,240
4,207
15,119
4,201
23,88
8,204
21,114
17,206
23,180
19,198
2,199
5,93
7,119
11,109
18,184
25,185
25,238
9,184
20,86
2,213
22,69
20,190
19,170
10,178
23,189
6,212
18,160
8,145
25,161
21,210
10,209
23,196
17,195
6,177
16,136
0,159
22,16
6,207
23,118
4,232
26,91
21,209
0,205
25,16
6,223
4,150
25,114
4,192
22,91
21,223
23,226
19,170
25,197
17,198
9,186
24,158
22,194
22,203
16,209
20,202
14,114
23,210
7,205
26,81
15,230
24,199
9,192
3,124
11,89
21,207
11,200
16,185
17,118
4,188
20,90
9,120
24,160
7,169
26,131
6,195
1,108
29,48
18,231
8,175
5,165
16,130
8,180
7,158
8,159
20,156
18,197
25,210
17,204
17,156
23,206
12,217
20,200
0,157
1,14
21,37
24,175
13,194
21,188
23,182
22,179
9,220
11,155
13,163
24,202
4,165
18,88
20,217
21,196
9,222
5,155
11,132
11,149
22,191
25,193
13,217
21,198
26,149
5,211
23,142
16,175
23,174
11,195
14,195
24,113
19,157
10,204
26,170
2,224
18,52
10,119
23,143
11,201
4,174
24,125
21,187
8,155
15,156
22,195
13,187
22,160
3,150
21,106
15,204
8,185
23,124
28,195
21,239
20,189
21,189
25,188
1,217
22,24
3,181
23,90
4,120
23,99
21,212
23,206
1,116
1,26
14,44
24,209
21,197
25,168
27,213
9,200
3,164
25,104
15,223
24,170
21,200
22,162
21,191
23,188
12,217
25,150
22,222
27,216
0,182
15,18
7,156
12,157
17,183
21,180
16,196
22,217
22,207
0,192
16,14
27,200
12,240
23,190
20,212
23,221
22,185
23,184
14,219
4,185
22,152
23,119
4,206
24,90
21,177
16,194
15,180
20,198
2,192
16,58
28,221
5,216
0,134
14,14
16,146
16,195
19,197
15,206
11,177
21,147
26,159
16,200
12,192
15,192
23,204
23,172
10,162
23,176
21,187
8,205
18,137
21,210
1,196
6,55
25,121
1,214
12,48
22,167
26,192
20,223
2,153
24,71
11,204
16,169
6,150
10,112
17,200
26,178
6,181
23,130
9,215
21,149
5,152
12,121
23,175
25,163
23,221
11,204
22,136
1,150
19,33
17,109
5,177
4,100
4,88
9,113
12,180
6,189
25,152
11,178
25,164
1,226
1,33
3,26
8,99
7,168
7,136
11,171
18,161
3,113
2,107
19,50
19,186
0,180
27,16
11,233
17,208
0,113
5,12
16,132
15,192
4,197
23,129
23,174
27,172
21,239
10,151
9,176
21,189
2,196
24,69
24,183
23,189
16,213
18,213
21,202
22,212
9,214
22,194
20,175
18,169
8,205
2,132
23,75
2,147
19,59
22,214
27,218
3,202
27,67
23,244
19,201
21,198
24,190
26,197
20,211
11,185
8,177
19,175
11,216
15,168
11,194
25,166
28,212
24,149
24,196
9,210
24,174
9,198
13,172
20,169
23,192
8,180
26,182
22,216
28,204
11,155
24,144
11,195
7,177
0,122
17,16
22,153
19,181
11,165
21,173
20,173
13,165
1,146
6,48
20,112
27,172
24,230
14,202
24,182
8,155
2,191
19,81
0,193
1,16
0,48
18,16
19,165
18,111
22,190
24,194
19,223
16,170
16,164
4,177
23,133
27,236
20,241
13,162
20,180
1,179
13,48
20,208
2,198
22,83
14,184
13,195
24,170
21,171
11,146
12,100
25,149
11,234
22,195
20,197
5,178
19,144
4,183
16,94
22,151
25,167
19,219
7,171
16,166
20,188
24,188
1,159
2,59
15,54
21,160
11,113
8,173
21,158
15,128
16,160
24,197
23,178
26,218
22,242
7,220
20,172
18,168
24,183
18,188
5,193
3,125
22,109
21,174
19,121
6,195
2,104
10,79
10,174
22,175
7,164
22,151
6,205
9,127
6,153
12,162
14,193
20,195
4,177
22,136
22,221
8,199
23,174
26,173
9,229
7,178
22,165
7,163
4,158
3,58
22,104
13,186
17,174
23,187
3,170
19,102
0,186
12,16
20,184
23,205
13,192
23,155
22,178
10,219
3,169
5,106
3,126
22,98
12,169
11,90
23,185
21,185
21,191
7,119
12,161
16,171
23,177
24,210
17,203
27,207
22,215
24,165
5,205
10,110
3,88
17,90
23,208
6,223
13,170
7,197
25,149
13,195
16,171
7,157
2,122
25,51
1,223
5,47
11,139
5,196
1,133
8,47
24,89
7,233
7,75
9,108
22,184
8,204
24,120
15,225
22,187
20,176
10,206
23,158
19,183
25,167
9,221
10,183
9,173
0,149
8,16
22,194
11,113
4,135
2,122
21,78
11,212
13,88
22,189
14,220
22,188
4,207
19,129
27,141
25,195
10,180
11,121
13,189
3,160
19,116
0,206
7,14
22,133
9,179
22,190
12,208
21,164
24,122
9,219
7,189
13,84
11,175
19,177
3,171
21,56
24,200
25,225
25,181
13,210
13,202
16,182
4,202
17,134
5,221
8,99
22,136
20,179
22,164
25,195
17,220
23,202
8,221
14,138
21,181
18,188
6,108
0,139
18,16
10,173
4,132
4,123
17,105
5,167
8,102
11,150
17,162
26,189
19,142
14,196
24,201
22,212
11,201
21,187
15,201
9,166
14,173
25,194
18,230
1,183
21,59
20,208
19,184
16,183
15,197
24,184
9,150
9,170
5,157
2,105
23,48
5,167
21,94
0,213
21,16
4,219
3,116
22,96
26,184
24,216
21,211
13,186
5,212
1,130
4,33
26,113
2,226
23,76
13,124
27,200
21,230
18,197
1,211
2,62
23,76
18,206
17,169
24,200
0,213
18,14
1,173
24,48
7,158
22,86
6,116
6,128
9,158
20,163
13,177
1,165
27,43
14,180
23,178
10,189
17,170
11,171
12,172
14,176
26,183
16,236
24,182
24,225
0,159
21,16
4,120
16,107
18,195
24,112
18,215
5,117
25,124
21,216
24,179
24,177
24,173
10,176
25,137
22,210
27,215
22,219
18,193
0,177
22,14
21,213
23,206
27,223
3,135
26,84
2,203
5,57
13,106
1,147
18,48
3,142
23,118
4,190
5,123
18,125
6,190
12,137
23,151
10,215
20,154
21,171
3,211
27,84
23,214
26,205
25,216
27,230
23,243
8,207
24,186
6,200
26,155
22,191
2,204
8,68
22,146
21,203
19,220
24,179
4,207
24,137
